Customer_ID,Customer_Name,Age,Gender,Annual_Income,Spending_Score,Marital_Status,Product_Category,Years_as_Customer,Number_of_Orders,Average_Order_Value,Loyalty_Membership,Discount_Usage,Preferred_Payment_Method,Preferred_Delivery_Option,Device_Used,Last_Activity,Customer_Region,Review_Score,Customer_Segment
4803,Kayla Castro,68,0,113717,24,1,Sports,1,42,169.5,1,0,PayPal,Standard,Desktop,76,Asia,5,2
4804,Michael Kim,42,0,72898,64,0,Sports,5,90,25.14,0,0,Debit Card,Express,Tablet,63,Asia,1,1
4805,Alicia Tran,46,0,27311,44,0,Beauty,3,69,471.37,0,0,PayPal,Standard,Mobile,18,Asia,5,2
4806,Brent Jensen MD,53,0,37248,94,1,Sports,4,50,724.5,1,0,Debit Card,Same-Day,Desktop,140,Asia,5,2
4807,Megan Watson,66,1,127921,80,0,Home,4,7,32.04,0,1,Net Banking,Standard,Tablet,228,Asia,2,2
4808,John Gonzalez,39,0,86534,56,0,Sports,5,42,691.5,1,1,PayPal,Express,Mobile,344,Europe,4,1
4809,Kimberly Davis,52,1,40586,54,1,Sports,3,26,667.74,1,0,Net Banking,Express,Tablet,112,South America,2,1
4810,Ashley Mitchell,61,1,131026,48,1,Fashion,1,90,109.63,1,1,Debit Card,Express,Desktop,83,Asia,3,1
4811,Joshua Poole,37,1,120892,37,1,Fashion,11,89,658.15,1,0,PayPal,Standard,Mobile,242,South America,3,0
4812,Eric Shannon,52,1,167523,60,1,Home,1,3,981.99,0,1,Net Banking,Standard,Mobile,216,Asia,1,1
4813,Joseph Simmons,53,1,81443,84,1,Beauty,6,30,296.91,1,1,PayPal,Express,Desktop,175,South America,1,0
4814,William Hughes,38,0,135750,54,1,Beauty,6,58,816.32,0,1,Net Banking,Standard,Tablet,219,North America,5,1
4815,Jason Webb,27,0,142621,97,1,Electronics,5,70,280.62,1,0,Credit Card,Express,Desktop,359,North America,1,2
4816,John Young,23,1,64923,7,1,Sports,1,86,575.15,1,1,Net Banking,Same-Day,Desktop,28,Asia,5,1
4817,Michael Wright,46,0,57519,57,1,Home,7,87,787.27,0,0,Credit Card,Same-Day,Mobile,118,Asia,5,2
4818,Tiffany Maynard,63,1,113965,91,1,Home,2,9,13.1,0,0,Credit Card,Express,Mobile,21,Europe,3,1
4819,Robert Newman,23,1,58408,21,1,Home,7,13,320.72,1,0,Net Banking,Standard,Desktop,198,Europe,5,2
4820,Carly Campbell,54,0,117790,89,0,Fashion,4,62,379.91,1,1,Net Banking,Standard,Tablet,120,Europe,5,0
4821,Michael Johnson,23,0,72784,65,0,Sports,11,67,939.48,0,1,PayPal,Express,Mobile,12,Europe,1,2
4822,Kathleen Jackson,25,0,185207,54,0,Electronics,5,29,119.47,1,1,Debit Card,Same-Day,Tablet,210,Europe,2,2
4823,William Ellis,42,1,64566,55,1,Sports,6,12,828.52,0,0,Debit Card,Same-Day,Desktop,49,North America,3,1
4824,William Lewis,61,0,120283,1,1,Beauty,2,38,674.19,0,0,Net Banking,Express,Mobile,143,Asia,2,0
4825,Judy Barber,58,0,134760,59,0,Sports,7,83,211.71,1,0,Net Banking,Same-Day,Desktop,61,Europe,2,0
4826,Stephen Moss,58,0,65989,38,0,Sports,12,65,990.46,0,0,Credit Card,Standard,Desktop,36,Europe,5,2
4827,Steven Moore DVM,51,1,131727,42,1,Fashion,11,82,897.98,1,1,Net Banking,Standard,Desktop,278,North America,3,2
4828,Samantha Montoya,34,0,140602,9,0,Home,10,34,907.1,1,0,PayPal,Standard,Desktop,333,North America,4,1
4829,Amber Holmes,28,1,147374,59,0,Sports,12,47,100.54,1,0,Credit Card,Standard,Desktop,60,North America,3,2
4830,Paul Barry,43,1,131213,69,1,Sports,5,86,10.56,1,0,Debit Card,Express,Mobile,318,Asia,4,0
4831,Becky Smith,57,0,49959,63,1,Sports,12,33,466.88,1,1,PayPal,Express,Tablet,198,South America,4,1
4832,Dawn Houston,51,0,76288,89,0,Electronics,14,14,912.38,1,0,PayPal,Same-Day,Tablet,253,Europe,2,2
4833,Barbara Tyler,42,1,63968,5,0,Sports,11,58,724.2,1,1,PayPal,Standard,Tablet,86,Asia,4,0
4834,Gregory Good,65,1,131340,41,1,Electronics,9,33,780.14,0,1,Credit Card,Express,Mobile,318,Asia,2,0
4835,Eric Terry,54,1,44848,38,0,Sports,14,69,339.02,0,1,Debit Card,Express,Desktop,306,South America,3,2
4836,Gerald Hogan,23,0,190339,22,0,Electronics,2,69,359.13,1,0,Credit Card,Standard,Desktop,149,Europe,4,1
4837,Ellen Chambers,59,1,132085,80,0,Sports,10,20,846.47,1,1,PayPal,Same-Day,Tablet,301,Europe,4,1
4838,Amanda Landry,36,1,98097,40,0,Fashion,1,31,295.1,1,0,PayPal,Same-Day,Tablet,348,North America,4,1
4839,Terry Montgomery,65,0,118458,67,1,Fashion,1,29,519.66,0,0,Net Banking,Same-Day,Mobile,266,North America,1,0
4840,Lindsey Joyce,53,0,89666,59,0,Electronics,9,97,121.27,1,0,PayPal,Express,Tablet,269,North America,1,1
4841,Scott Marshall,67,1,48897,7,0,Electronics,14,4,137.91,1,0,Credit Card,Same-Day,Desktop,275,Europe,1,0
4842,Brandy Diaz,27,0,197556,6,1,Electronics,1,54,306.88,0,0,Credit Card,Same-Day,Mobile,235,Asia,5,1
4843,Monica Duke,23,0,146155,77,1,Electronics,8,21,723.13,0,1,Net Banking,Standard,Desktop,72,Asia,4,1
4844,Stephanie Foster,47,0,33417,88,0,Beauty,9,97,933.24,0,1,Debit Card,Same-Day,Desktop,249,South America,5,2
4845,Jerome Horn,66,0,33699,69,0,Home,5,89,33.65,1,1,PayPal,Express,Mobile,187,South America,5,2
4846,Lawrence Montoya,25,1,27449,36,1,Electronics,4,8,433.33,0,1,PayPal,Standard,Tablet,11,Asia,2,1
4847,David Smith,68,0,98685,72,1,Beauty,5,47,251.81,0,1,Net Banking,Express,Mobile,74,Asia,2,0
4848,Scott Frost,66,1,136175,46,0,Sports,13,48,444.67,1,0,Debit Card,Same-Day,Tablet,254,Europe,3,2
4849,Cindy Herrera,37,1,110323,37,0,Electronics,9,9,618.42,1,1,Debit Card,Same-Day,Desktop,31,North America,1,1
4850,Jennifer Ellis,41,0,114231,90,0,Home,10,7,450.91,1,0,Debit Card,Express,Desktop,142,Asia,3,2
4851,Felicia Woodard,32,0,107718,86,1,Sports,13,95,994.83,1,0,Net Banking,Express,Mobile,181,North America,5,2
4852,Daniel Stewart,50,1,130495,16,1,Electronics,2,3,285.51,0,0,PayPal,Same-Day,Mobile,78,North America,2,0
4853,Madison Nelson,25,1,193551,18,0,Electronics,5,78,630.4,1,1,Net Banking,Express,Desktop,98,Europe,3,0
4854,Dawn Cruz,47,0,180066,25,1,Fashion,8,37,560.83,0,1,Credit Card,Standard,Desktop,192,Asia,5,2
4855,Carlos Nelson,56,0,197759,82,1,Fashion,6,38,821.9,0,1,PayPal,Same-Day,Mobile,95,Europe,3,2
4856,Mark Montgomery,24,0,163507,73,1,Electronics,8,83,335.39,0,0,Debit Card,Same-Day,Desktop,171,Europe,2,1
4857,David Robbins,64,1,114809,69,0,Fashion,1,3,859.59,1,0,Net Banking,Express,Mobile,226,Europe,1,1
4858,Maria Ingram,41,0,74672,85,0,Sports,2,19,462.55,0,1,PayPal,Standard,Tablet,192,Asia,1,1
4859,Deanna Marshall,20,1,137709,18,1,Electronics,1,6,531.42,0,0,Debit Card,Express,Tablet,321,North America,1,2
4860,Brooke Griffith,54,1,28962,1,0,Electronics,12,25,475.34,0,1,Net Banking,Standard,Mobile,163,Europe,1,1
4861,Christopher Carter,28,1,194075,37,0,Sports,9,68,552.63,0,1,Net Banking,Standard,Mobile,350,Europe,5,2
4862,Lisa Gonzalez,52,0,80732,13,0,Home,8,40,401.96,0,1,PayPal,Same-Day,Tablet,80,Asia,1,0
4863,Tina Hicks,63,1,193488,55,0,Fashion,6,35,324.01,1,0,PayPal,Express,Mobile,256,South America,3,1
4864,Martha Hernandez,22,1,66721,57,1,Electronics,2,64,697.62,0,1,PayPal,Express,Tablet,64,Asia,4,0
4865,Crystal Hobbs,48,1,133092,73,1,Beauty,9,9,878.61,0,0,Net Banking,Express,Mobile,284,Asia,3,2
4866,Melissa Hoover,37,1,130787,36,0,Beauty,11,41,31.61,1,0,Debit Card,Same-Day,Mobile,202,North America,2,2
4867,Jeffrey Moss,53,1,117031,29,0,Sports,10,54,135.65,1,0,Debit Card,Standard,Tablet,99,North America,5,0
4868,Jennifer Shea,67,1,181399,26,1,Home,2,15,569.01,0,1,Credit Card,Express,Desktop,159,South America,2,0
4869,Margaret Miller,59,1,27850,70,1,Fashion,8,51,368.2,1,1,Credit Card,Same-Day,Mobile,77,Europe,1,2
4870,Brandon Johnston,63,1,137324,20,0,Electronics,5,46,970.33,1,1,PayPal,Express,Mobile,212,Asia,2,2
4871,Ashley Tate,18,1,27991,49,0,Fashion,4,71,542.65,1,1,Debit Card,Express,Tablet,304,South America,3,2
4872,Jason Lee Jr.,48,1,141780,97,0,Fashion,1,26,113.06,1,1,Debit Card,Same-Day,Desktop,356,North America,5,1
4873,Meredith Davis,42,0,36516,63,0,Beauty,1,8,671.26,1,1,Credit Card,Same-Day,Desktop,103,North America,5,1
4874,Johnny Smith,48,1,126543,31,1,Electronics,4,80,248.61,1,0,PayPal,Same-Day,Desktop,328,Europe,3,1
4875,Alexandra Ward,55,0,122960,22,0,Electronics,2,19,229.29,1,1,Net Banking,Standard,Tablet,261,North America,4,0
4876,Carly Gonzalez,49,1,168373,96,0,Fashion,3,98,511.85,0,0,PayPal,Express,Tablet,25,South America,5,2
4877,Kaitlyn Shaffer,26,1,132048,30,0,Fashion,3,63,701.33,1,0,Credit Card,Express,Desktop,127,North America,1,0
4878,Melanie Roman,19,0,70068,75,1,Sports,4,51,237.04,0,0,Credit Card,Express,Desktop,70,South America,1,2
4879,Miguel Jackson,20,1,127094,3,0,Sports,8,31,337.07,0,1,Net Banking,Same-Day,Mobile,39,South America,5,2
4880,Stephen Wagner,40,1,157450,30,0,Home,11,1,919.58,1,0,Debit Card,Express,Mobile,119,Europe,3,0
4881,Ms. Jennifer Miller MD,28,1,101189,91,0,Sports,7,65,914.74,0,0,Net Banking,Same-Day,Desktop,86,South America,4,0
4882,Danny Reynolds,64,1,83427,43,1,Home,1,42,323.26,1,1,Net Banking,Same-Day,Tablet,69,Asia,4,2
4883,Eric Anderson,37,0,73092,12,0,Fashion,2,34,360.19,1,1,Net Banking,Express,Tablet,47,North America,4,2
4884,Kelly Henderson,44,0,108609,58,1,Sports,14,20,631.69,1,1,Net Banking,Express,Tablet,20,North America,5,1
4885,Andrea Alexander,34,1,25119,5,1,Electronics,13,73,759.65,1,0,Debit Card,Express,Desktop,122,Asia,4,1
4886,Renee Green,67,1,25000,53,1,Fashion,9,43,146.46,1,1,Debit Card,Express,Desktop,349,South America,4,0
4887,Robin Andrade,63,1,121698,91,0,Beauty,7,73,154.36,0,0,Credit Card,Express,Tablet,155,South America,3,2
4888,Renee Watkins,43,0,157376,36,1,Fashion,3,63,756.67,1,0,Debit Card,Standard,Tablet,284,Europe,4,1
4889,Ryan Smith,67,0,175763,7,1,Sports,11,75,293.83,0,0,Net Banking,Same-Day,Tablet,218,South America,2,0
4890,Stephanie Boyd,52,1,162884,81,1,Sports,3,8,544.12,1,1,Net Banking,Same-Day,Mobile,42,Asia,5,0
4891,Joseph Sandoval,42,0,123343,62,1,Beauty,9,66,627.2,1,1,Debit Card,Same-Day,Tablet,80,Asia,5,1
4892,Kara Gonzalez,32,0,90420,60,0,Fashion,14,45,849.26,0,1,PayPal,Standard,Mobile,209,Europe,5,0
4893,Paul Martin,62,0,122702,52,0,Home,9,8,960.6,0,1,Credit Card,Standard,Desktop,15,South America,5,0
4894,Michelle Chapman DVM,45,0,23061,37,1,Fashion,7,65,921.57,1,1,Net Banking,Same-Day,Tablet,218,Europe,3,1
4895,Holly Martinez DDS,58,0,105157,36,1,Beauty,1,54,273.49,1,1,Debit Card,Express,Tablet,238,Asia,5,0
4896,Rebecca Nelson,42,0,83328,95,1,Electronics,3,56,616.58,0,0,PayPal,Same-Day,Tablet,2,Europe,2,1
4897,Jessica Johnson,45,0,46604,66,0,Fashion,13,72,175.72,1,0,PayPal,Standard,Desktop,160,North America,4,2
4898,James Nelson,28,0,39220,74,1,Home,11,12,409.33,1,1,Debit Card,Same-Day,Desktop,349,Europe,4,2
4899,Evan Harmon,23,0,51906,5,1,Home,2,41,79.84,1,0,PayPal,Express,Tablet,326,Europe,2,1
4900,Victoria Johnson,64,1,111543,58,0,Sports,8,57,542.19,1,0,PayPal,Express,Mobile,220,North America,3,0
4901,Karl Weber,65,0,117350,4,1,Fashion,5,95,365.21,1,1,Debit Card,Same-Day,Desktop,275,Europe,2,0
4902,Richard Hill,65,0,179777,88,1,Fashion,11,6,262.29,0,0,Credit Card,Express,Desktop,172,Europe,5,0
4903,Rebecca Leblanc,67,0,121362,7,0,Home,2,46,477.3,1,0,Debit Card,Standard,Mobile,168,Asia,2,0
4904,Michael Fields,57,0,164362,66,1,Home,7,1,753.57,1,0,Debit Card,Express,Tablet,299,Asia,2,1
4905,Shelly Davis,23,1,167761,14,1,Fashion,1,67,6.23,1,1,Net Banking,Standard,Mobile,148,Europe,1,1
4906,William Robinson,40,1,33267,82,0,Fashion,2,29,333.71,1,0,PayPal,Express,Mobile,297,North America,2,0
4907,Jack Parker,30,0,174165,95,0,Beauty,7,83,290.97,1,0,Debit Card,Same-Day,Tablet,17,Europe,1,2
4908,Marisa Smith,55,1,162630,86,0,Beauty,1,76,571.24,1,0,PayPal,Standard,Mobile,7,Asia,4,0
4909,Sarah Allison,61,1,139586,69,0,Home,8,72,27.88,0,1,PayPal,Express,Mobile,213,South America,4,2
4910,Andrew Mckenzie,26,1,123520,11,0,Home,6,58,905.71,1,1,Net Banking,Standard,Tablet,165,Europe,1,1
4911,Sheila Powell,36,0,149522,3,1,Fashion,14,98,90.66,1,1,Net Banking,Same-Day,Desktop,121,South America,5,0
4912,Kurt Barber,53,0,183584,41,1,Home,10,13,233.84,0,1,Debit Card,Express,Tablet,63,North America,1,2
4913,Craig Wells,30,0,199284,86,0,Sports,1,4,796.94,0,1,Credit Card,Express,Mobile,102,Europe,4,1
4914,Amanda Butler,62,1,133447,16,1,Electronics,4,68,547.99,0,0,Debit Card,Same-Day,Mobile,238,North America,1,2
4915,Katrina Lester,37,1,92993,37,0,Sports,12,42,182.67,0,1,Credit Card,Standard,Mobile,281,Asia,3,0
4916,Tracey Cooper,38,0,89117,72,1,Electronics,13,51,249.36,0,1,Debit Card,Same-Day,Tablet,163,North America,3,1
4917,Erik Hoffman,34,1,27764,62,1,Beauty,5,53,216.85,0,1,Net Banking,Standard,Desktop,83,Asia,1,0
4918,Charles Ortega,39,1,110836,65,1,Fashion,3,3,464.64,0,1,Credit Card,Same-Day,Tablet,250,Asia,3,1
4919,Michael Chambers,31,1,59635,74,1,Fashion,11,7,711.85,0,0,Credit Card,Express,Desktop,71,South America,2,2
4920,Jamie Horton,21,1,174497,35,0,Sports,13,2,932.2,0,0,Credit Card,Express,Mobile,305,Europe,2,1
4921,Kendra Johnson,65,0,112792,28,0,Sports,12,32,189.02,0,1,Credit Card,Express,Mobile,158,North America,1,1
4922,Robert Moore,50,0,35943,79,1,Fashion,13,31,12.31,0,1,Net Banking,Standard,Mobile,236,North America,3,1
4923,Christopher Williams,28,0,191206,54,0,Beauty,2,45,574.98,1,1,Net Banking,Same-Day,Desktop,242,North America,3,2
4924,Steve Franklin,38,1,119048,44,1,Sports,13,42,774.38,0,0,Debit Card,Standard,Mobile,141,North America,1,0
4925,Brandon Gonzalez,61,0,91758,4,0,Sports,14,62,311.14,0,1,PayPal,Express,Tablet,138,South America,4,0
4926,Alejandra Ryan,42,0,161922,58,0,Beauty,11,49,401.16,0,0,Credit Card,Standard,Desktop,2,South America,3,1
4927,Lisa Cline,24,0,151881,78,1,Sports,14,30,269.74,0,1,Debit Card,Same-Day,Mobile,337,Europe,4,2
4928,Jessica Weaver,58,0,46672,51,0,Sports,3,60,326.33,0,1,Debit Card,Same-Day,Mobile,52,South America,1,2
4929,Samantha Zimmerman,60,0,81248,43,1,Fashion,8,76,570.81,0,1,Credit Card,Express,Mobile,133,North America,2,1
4930,Jeremy Berry,34,1,111625,57,1,Beauty,8,29,108.37,0,0,Credit Card,Same-Day,Tablet,75,South America,2,0
4931,James Blake,34,0,104500,75,1,Electronics,3,96,61.25,1,0,Net Banking,Express,Tablet,357,Asia,5,1
4932,Mark Good,21,1,113397,38,0,Fashion,5,5,156.32,0,0,Credit Card,Standard,Tablet,91,North America,5,2
4933,Stephanie Smith,32,0,132301,77,0,Electronics,2,34,796.94,0,0,Credit Card,Standard,Desktop,303,Asia,3,0
4934,Nancy Stevens,52,0,198946,5,1,Sports,6,15,728.87,0,0,Net Banking,Standard,Mobile,105,North America,1,0
4935,Kellie Jackson,69,0,158876,63,1,Electronics,4,56,147.42,0,0,Credit Card,Same-Day,Desktop,91,Europe,4,0
4936,David Jenkins,18,1,130810,65,0,Beauty,7,2,639.07,1,1,Net Banking,Express,Desktop,27,South America,4,0
4937,Ashley Dennis,59,0,97385,77,1,Beauty,5,84,805.13,1,0,Net Banking,Standard,Mobile,112,South America,1,0
4938,Erik Hammond,45,1,144792,85,0,Sports,13,29,267.16,1,0,Debit Card,Standard,Desktop,205,Europe,2,0
4939,Manuel Rogers,20,0,198579,67,0,Electronics,14,78,329.82,1,1,Net Banking,Same-Day,Mobile,337,Asia,4,1
4940,Elizabeth Mendoza,24,1,92275,49,0,Sports,5,36,137.93,0,0,Net Banking,Standard,Tablet,242,South America,1,2
4941,Billy Rivera,45,1,24471,10,0,Sports,11,65,513.99,0,1,PayPal,Standard,Tablet,224,Europe,4,0
4942,Jodi Valdez DVM,60,0,193027,58,1,Home,9,76,970.59,1,0,Net Banking,Express,Tablet,205,Asia,4,1
4943,Ryan Olson,32,1,94707,45,1,Beauty,9,51,610.33,0,1,Net Banking,Standard,Mobile,184,Europe,4,1
4944,Tammy Long,23,1,195066,70,1,Home,2,27,286.6,0,0,Debit Card,Standard,Tablet,316,North America,2,2
4945,Mrs. Jessica Brown,35,0,21766,61,1,Beauty,12,81,468.74,0,0,Net Banking,Standard,Tablet,268,Asia,2,2
4946,Shannon Washington,67,1,128831,34,1,Sports,9,59,259.39,1,1,Debit Card,Same-Day,Tablet,288,North America,5,1
4947,Amber Young,20,0,183270,59,0,Sports,5,59,371.97,0,0,PayPal,Standard,Desktop,249,South America,4,1
4948,Sheena Howell,55,1,21601,9,0,Electronics,5,52,177.72,1,1,Debit Card,Express,Desktop,362,Europe,3,1
4949,Rebecca Allen,54,0,86959,23,0,Sports,11,43,391.59,0,1,PayPal,Standard,Tablet,258,Asia,4,1
4950,Brian Walker,42,0,148396,13,0,Electronics,12,96,771.85,1,0,Credit Card,Express,Mobile,86,Europe,2,2
4951,Jennifer Castro,21,1,191293,99,1,Sports,14,15,930.92,1,0,Net Banking,Same-Day,Mobile,193,South America,1,1
4952,Robert Nguyen,55,0,143104,38,1,Sports,1,91,896.86,1,1,Net Banking,Same-Day,Mobile,9,Asia,5,0
4953,David Carter,33,0,69921,75,1,Fashion,13,55,398.52,0,1,Credit Card,Standard,Desktop,86,Asia,5,2
4954,Mary Mccullough,64,0,181062,14,0,Home,10,63,330.12,0,1,Debit Card,Same-Day,Mobile,350,North America,2,1
4955,Deborah Williamson,21,1,102705,49,0,Electronics,9,39,273.12,0,0,Debit Card,Same-Day,Tablet,73,North America,3,0
4956,Stephanie Anthony,22,1,162695,55,0,Home,4,90,534.06,0,0,Debit Card,Express,Mobile,106,South America,3,1
4957,Tracey Wolf,19,0,48989,58,0,Beauty,11,57,644.61,1,0,Debit Card,Same-Day,Desktop,175,South America,2,2
4958,Joanne Daniels,27,0,89373,70,0,Home,14,71,92.38,0,1,Net Banking,Same-Day,Mobile,222,North America,2,1
4959,Kimberly Blair,56,1,77461,72,0,Sports,9,44,965.29,1,0,PayPal,Same-Day,Desktop,115,Asia,4,2
4960,William Hall,44,0,92741,51,1,Fashion,3,35,96.25,0,0,Credit Card,Express,Mobile,228,Asia,3,2
4961,Barry Brooks,62,0,127166,80,0,Home,10,48,29.73,0,1,Net Banking,Same-Day,Desktop,160,Asia,4,2
4962,Michael Martin,61,1,31944,61,1,Fashion,9,47,179.19,0,0,Debit Card,Express,Mobile,155,Asia,5,0
4963,Cassandra Ortiz,33,1,130882,63,0,Electronics,8,62,380.7,0,1,Debit Card,Same-Day,Tablet,326,South America,2,0
4964,Sean Ibarra,42,0,54664,2,1,Home,10,41,485.81,0,1,Credit Card,Standard,Mobile,234,Europe,3,2
4965,Margaret Hill,56,0,165435,82,0,Home,6,95,167.66,1,0,Credit Card,Same-Day,Desktop,72,Asia,2,0
4966,Marissa Schneider,43,1,48683,88,1,Beauty,12,43,741.05,1,1,PayPal,Standard,Tablet,190,Europe,3,2
4967,Brady Santiago,51,1,111514,29,1,Beauty,4,9,667.44,1,0,Debit Card,Standard,Desktop,330,Europe,2,2
4968,Monica Smith,57,0,126379,34,1,Electronics,7,22,567.78,1,1,Net Banking,Same-Day,Mobile,278,North America,5,2
4969,Thomas Parker,52,0,101314,83,1,Fashion,6,44,360.69,0,1,Debit Card,Standard,Mobile,55,Europe,1,1
4970,Carmen Taylor,49,1,122981,65,1,Home,2,90,410.02,1,0,PayPal,Express,Tablet,305,Asia,5,1
4971,Jacqueline Sampson,62,0,103821,42,0,Electronics,1,23,78.44,1,1,Credit Card,Standard,Desktop,347,South America,1,0
4972,Joe Allen,49,1,155063,7,1,Electronics,2,36,658.7,1,0,Debit Card,Express,Desktop,327,Europe,4,2
4973,Jordan Carroll,51,0,135874,96,0,Beauty,2,21,230.92,0,0,Credit Card,Standard,Tablet,81,Europe,3,0
4974,Stacy Reyes,29,0,63260,79,1,Home,10,75,179.6,0,0,Credit Card,Same-Day,Tablet,280,North America,3,2
4975,Peter Gibson,59,0,37898,65,0,Home,12,83,368.51,1,1,Debit Card,Standard,Tablet,41,North America,2,2
4976,Cathy Rodriguez,43,1,159000,32,1,Fashion,9,45,296.31,1,1,PayPal,Same-Day,Tablet,62,South America,1,2
4977,Shelly Hunt,28,1,198329,81,1,Home,13,28,935.75,0,0,PayPal,Same-Day,Tablet,335,South America,4,2
4978,Jennifer Gutierrez,19,0,163150,41,1,Electronics,6,85,136.68,1,0,PayPal,Same-Day,Tablet,21,South America,5,2
4979,Walter Mejia,59,1,27071,5,1,Electronics,4,57,548.36,1,0,Credit Card,Same-Day,Tablet,247,Europe,2,0
4980,Brent Phillips,42,1,57129,83,0,Beauty,10,28,554.32,0,1,Net Banking,Same-Day,Desktop,8,Asia,4,2
4981,Diane Holland,68,0,181877,31,0,Beauty,3,3,935.39,0,0,Net Banking,Standard,Mobile,223,Europe,1,2
4982,Mario Miller,49,0,154138,45,0,Sports,13,73,407.36,0,0,Debit Card,Standard,Mobile,277,North America,1,2
4983,Samuel Cervantes,56,0,45399,32,1,Home,7,23,506.54,1,0,Credit Card,Standard,Mobile,298,Europe,2,0
4984,Denise Wheeler,43,0,46442,58,0,Home,5,53,191.49,1,1,Credit Card,Express,Desktop,230,Asia,3,2
4985,Mark Zamora,62,1,194610,82,0,Electronics,3,21,840.39,1,0,Net Banking,Same-Day,Mobile,344,Europe,3,2
4986,Heather Mason,23,0,178351,45,1,Beauty,5,3,533.8,1,1,Credit Card,Same-Day,Desktop,251,South America,1,1
4987,Michael Rodriguez,46,1,96833,42,0,Beauty,4,45,228.84,1,1,PayPal,Standard,Mobile,325,Asia,1,2
4988,Andre Torres,56,0,32015,57,1,Sports,8,43,874.56,0,0,Credit Card,Standard,Tablet,183,Asia,1,0
4989,Lance Christian,63,0,170525,62,1,Beauty,10,21,700.85,0,1,Credit Card,Same-Day,Tablet,320,Asia,4,0
4990,Catherine Brooks,48,0,73851,53,1,Electronics,12,69,491.63,0,0,PayPal,Express,Mobile,174,Europe,2,2
4991,Andrea Chen,18,1,21498,77,1,Electronics,11,82,152.42,0,1,Credit Card,Express,Tablet,158,Asia,2,1
4992,Adam Moore,28,0,108640,61,1,Beauty,10,87,514.48,1,1,Credit Card,Same-Day,Mobile,32,Europe,1,1
4993,Jennifer Wilson,37,1,118100,55,0,Fashion,13,29,567.38,0,0,Net Banking,Same-Day,Tablet,128,Europe,4,0
4994,Amanda West,19,1,127181,15,0,Beauty,11,67,116.73,0,1,Credit Card,Express,Tablet,315,Europe,3,1
4995,Tiffany Anderson,53,0,137570,44,1,Home,9,36,271.45,0,1,Net Banking,Standard,Tablet,160,Asia,5,1
4996,Charles Johnson,33,0,54824,28,1,Fashion,10,17,108.5,1,1,PayPal,Express,Desktop,122,North America,4,1
4997,Jason Garcia,21,0,164750,26,1,Electronics,5,75,95.12,1,1,Credit Card,Same-Day,Desktop,293,South America,2,0
4998,Kristina Nelson,63,0,100146,31,0,Home,7,45,612.01,0,1,Net Banking,Same-Day,Mobile,99,South America,5,1
4999,Jennifer Martinez,57,1,144136,59,1,Fashion,3,87,523.7,0,1,Net Banking,Same-Day,Desktop,110,Asia,4,1
5000,David Bates,18,1,149969,34,0,Beauty,2,28,966.07,1,1,PayPal,Standard,Desktop,339,Asia,4,1
5001,Justin Yates,55,0,38016,18,0,Fashion,5,41,775.28,1,0,Debit Card,Same-Day,Desktop,267,South America,3,1
5002,Bryan Rowe,33,1,82209,27,0,Electronics,11,85,247.81,0,1,Credit Card,Standard,Mobile,186,Asia,3,2
5003,Sherry Cole,59,1,88059,14,0,Beauty,4,42,770.63,0,0,Debit Card,Express,Desktop,351,Asia,4,1
5004,Brandon Shaffer,38,0,117075,75,0,Beauty,12,33,205.26,0,0,Debit Card,Express,Mobile,179,Europe,2,2
5005,Deborah Shaw,54,0,47862,73,1,Beauty,3,67,708.93,0,0,Net Banking,Express,Desktop,255,Asia,3,0
5006,Gabriella Gordon,40,1,104774,76,1,Electronics,12,33,71.52,0,0,Net Banking,Express,Tablet,248,Asia,2,2
5007,Matthew Kelley,35,0,168632,36,0,Fashion,1,5,753.84,1,0,Debit Card,Standard,Desktop,295,North America,2,2
5008,Vanessa Reynolds,64,1,35646,72,1,Beauty,13,49,76.86,0,1,PayPal,Standard,Desktop,287,South America,5,0
5009,Robert Cline,66,0,187062,28,1,Sports,2,21,358.58,1,1,Credit Card,Express,Mobile,94,South America,5,1
5010,Christopher Johnson,55,0,21143,99,0,Fashion,11,86,775.92,0,1,Credit Card,Standard,Tablet,281,North America,2,2
5011,Catherine Mckenzie,29,1,180358,46,0,Home,2,24,647.1,0,0,PayPal,Same-Day,Tablet,354,North America,4,1
5012,Kelsey Cole,55,0,20785,5,0,Sports,3,16,856.37,0,0,Net Banking,Same-Day,Mobile,245,South America,2,2
5013,Melanie George,25,1,193139,57,1,Fashion,2,4,599.77,1,0,Credit Card,Same-Day,Desktop,262,Asia,3,1
5014,Claire Wagner,33,1,85995,43,1,Home,7,41,689.89,0,1,PayPal,Standard,Desktop,363,North America,2,0
5015,Valerie Anderson,64,1,21393,24,0,Sports,5,69,292.04,1,1,PayPal,Express,Desktop,337,North America,2,1
5016,Mike Banks,69,0,105282,20,1,Home,10,60,393.42,1,1,Net Banking,Express,Tablet,239,Asia,4,0
5017,Paul Merritt,51,0,126101,77,1,Home,11,31,130.97,0,1,PayPal,Same-Day,Tablet,249,Asia,4,1
5018,Shannon Tran,20,1,190146,13,0,Home,4,95,30.27,0,0,Credit Card,Express,Tablet,265,North America,3,1
5019,Pamela Garcia,36,1,60990,36,0,Home,6,60,47.81,0,1,Debit Card,Standard,Tablet,203,Asia,2,0
